discord_user_id,sol_balance,realized_pnl,active_mint,buy_presets,sell_presets,slippage_bp,fee_bp
153690406394003456,9.880934091239958,0.1809340912399578,CrrznSoJqQie3xnhW6P3Pi9oLUNUbayv9hKFryPapump,0.05;0.1;0.15;0.2,25;50;75;100,50,30
