discord_user_id,mint,token_qty,avg_entry,avg_entry_marketcap,last_mark_ts
153690406394003456,GwZPvxg9C2qkmC1ngaArNf51oePmdp39vZuHaAhxpump,5888.694476257954,0.000025472539049999993,25279.63,1762130727004
153690406394003456,CrrznSoJqQie3xnhW6P3Pi9oLUNUbayv9hKFryPapump,22840.7228572584,0.000006567217724999999,6515.12,1762130771315
